route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
328,WEEKDAY,trip_328_4,Vadachi Wadi,1,shape_328
321,WEEKDAY,trip_321_3,Hadapsar Gadital,0,shape_321
327,WEEKDAY,trip_327_38,Hadapsar Gadital,0,shape_327
328,WEEKDAY,trip_328_5,Vadachi Wadi,1,shape_328
327,WEEKDAY,trip_327_39,Hadapsar Gadital,0,shape_327
321,WEEKDAY,trip_321_4,Hadapsar Gadital,0,shape_321
328,WEEKDAY,trip_328_6,Vadachi Wadi,1,shape_328
327,WEEKDAY,trip_327_40,Hadapsar Gadital,0,shape_327
321,WEEKDAY,trip_321_5,Hadapsar Gadital,0,shape_321
328,WEEKDAY,trip_328_7,Vadachi Wadi,1,shape_328
327,WEEKDAY,trip_327_41,Hadapsar Gadital,0,shape_327
328,WEEKDAY,trip_328_8,Vadachi Wadi,1,shape_328
321,WEEKDAY,trip_321_6,Hadapsar Gadital,0,shape_321
328,WEEKDAY,trip_328_9,Vadachi Wadi,1,shape_328
321,WEEKDAY,trip_321_7,Hadapsar Gadital,0,shape_321
328,WEEKDAY,trip_328_10,Vadachi Wadi,1,shape_328
328,WEEKDAY,trip_328_11,Vadachi Wadi,1,shape_328
321,WEEKDAY,trip_321_8,Hadapsar Gadital,0,shape_321
328,WEEKDAY,trip_328_12,Vadachi Wadi,1,shape_328
321,WEEKDAY,trip_321_9,Hadapsar Gadital,0,shape_321
328,WEEKDAY,trip_328_13,Vadachi Wadi,1,shape_328
328,WEEKDAY,trip_328_14,Vadachi Wadi,1,shape_328
321,WEEKDAY,trip_321_10,Hadapsar Gadital,0,shape_321
328,WEEKDAY,trip_328_15,Vadachi Wadi,1,shape_328
321,WEEKDAY,trip_321_11,Hadapsar Gadital,0,shape_321
328,WEEKDAY,trip_328_16,Vadachi Wadi,1,shape_328
321,WEEKDAY,trip_321_12,Hadapsar Gadital,0,shape_321
328,WEEKDAY,trip_328_17,Vadachi Wadi,1,shape_328
328,WEEKDAY,trip_328_18,Vadachi Wadi,1,shape_328
321,WEEKDAY,trip_321_13,Hadapsar Gadital,0,shape_321
328,WEEKDAY,trip_328_19,Vadachi Wadi,1,shape_328
321,WEEKDAY,trip_321_14,Hadapsar Gadital,0,shape_321
328,WEEKDAY,trip_328_20,Vadachi Wadi,1,shape_328
328,WEEKDAY,trip_328_21,Vadachi Wadi,1,shape_328
321,WEEKDAY,trip_321_15,Hadapsar Gadital,0,shape_321
328,WEEKDAY,trip_328_22,Vadachi Wadi,1,shape_328
321,WEEKDAY,trip_321_16,Hadapsar Gadital,0,shape_321
328,WEEKDAY,trip_328_23,Vadachi Wadi,1,shape_328
321,WEEKDAY,trip_321_17,Hadapsar Gadital,0,shape_321
328,WEEKDAY,trip_328_24,Vadachi Wadi,1,shape_328
328,WEEKDAY,trip_328_25,Vadachi Wadi,1,shape_328
321,WEEKDAY,trip_321_18,Hadapsar Gadital,0,shape_321
328,WEEKDAY,trip_328_26,Vadachi Wadi,1,shape_328
321,WEEKDAY,trip_321_19,Hadapsar Gadital,0,shape_321
328,WEEKDAY,trip_328_27,Vadachi Wadi,1,shape_328
328,WEEKDAY,trip_328_28,Vadachi Wadi,1,shape_328
321,WEEKDAY,trip_321_20,Hadapsar Gadital,0,shape_321
328,WEEKDAY,trip_328_29,Vadachi Wadi,1,shape_328
321,WEEKDAY,trip_321_21,Hadapsar Gadital,0,shape_321
328,WEEKDAY,trip_328_30,Vadachi Wadi,1,shape_328
328,WEEKDAY,trip_328_31,Vadachi Wadi,1,shape_328
321,WEEKDAY,trip_321_22,Hadapsar Gadital,0,shape_321
328,WEEKDAY,trip_328_32,Vadachi Wadi,1,shape_328
321,WEEKDAY,trip_321_23,Hadapsar Gadital,0,shape_321
328,WEEKDAY,trip_328_33,Vadachi Wadi,1,shape_328
328,WEEKDAY,trip_328_34,Vadachi Wadi,1,shape_328
321,WEEKDAY,trip_321_24,Hadapsar Gadital,0,shape_321
328,WEEKDAY,trip_328_35,Vadachi Wadi,1,shape_328
321,WEEKDAY,trip_321_25,Hadapsar Gadital,0,shape_321
328,WEEKDAY,trip_328_36,Vadachi Wadi,1,shape_328
322,WEEKDAY,trip_322_0,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_26,Hadapsar Gadital,0,shape_321
328,WEEKDAY,trip_328_37,Vadachi Wadi,1,shape_328
321,WEEKDAY,trip_321_27,Hadapsar Gadital,0,shape_321
328,WEEKDAY,trip_328_38,Vadachi Wadi,1,shape_328
328,WEEKDAY,trip_328_39,Vadachi Wadi,1,shape_328
321,WEEKDAY,trip_321_28,Hadapsar Gadital,0,shape_321
328,WEEKDAY,trip_328_40,Vadachi Wadi,1,shape_328
321,WEEKDAY,trip_321_29,Hadapsar Gadital,0,shape_321
321,WEEKDAY,trip_321_30,Hadapsar Gadital,0,shape_321
321,WEEKDAY,trip_321_31,Hadapsar Gadital,0,shape_321
321,WEEKDAY,trip_321_32,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_1,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_33,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_2,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_34,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_3,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_35,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_4,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_36,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_5,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_37,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_6,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_38,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_7,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_39,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_8,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_40,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_9,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_41,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_10,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_42,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_11,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_43,Hadapsar Gadital,0,shape_321
321,WEEKDAY,trip_321_44,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_12,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_45,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_13,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_46,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_14,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_47,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_15,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_48,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_16,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_49,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_17,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_50,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_18,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_51,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_19,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_52,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_20,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_53,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_21,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_54,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_22,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_55,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_23,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_56,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_24,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_57,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_25,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_26,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_58,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_27,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_59,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_28,Katraj Kondhwa Road,1,shape_322
321,WEEKDAY,trip_321_60,Hadapsar Gadital,0,shape_321
322,WEEKDAY,trip_322_29,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_30,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_31,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_32,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_33,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_34,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_35,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_36,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_37,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_38,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_39,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_40,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_41,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_42,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_43,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_44,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_45,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_46,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_47,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_48,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_49,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_50,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_51,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_52,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_53,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_54,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_55,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_56,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_57,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_58,Katraj Kondhwa Road,1,shape_322
322,WEEKDAY,trip_322_59,Katraj Kondhwa Road,1,shape_322
348,WEEKDAY,trip_348_0,Swargate,1,shape_348
348,WEEKDAY,trip_348_1,Swargate,1,shape_348
348,WEEKDAY,trip_348_2,Swargate,1,shape_348
348,WEEKDAY,trip_348_3,Swargate,1,shape_348
348,WEEKDAY,trip_348_4,Swargate,1,shape_348
348,WEEKDAY,trip_348_5,Swargate,1,shape_348
348,WEEKDAY,trip_348_6,Swargate,1,shape_348
348,WEEKDAY,trip_348_7,Swargate,1,shape_348
348,WEEKDAY,trip_348_8,Swargate,1,shape_348
351,WEEKDAY,trip_351_0,Yewalewadi,0,shape_351
347,WEEKDAY,trip_347_0,Yewalewadi,0,shape_347
351,WEEKDAY,trip_351_1,Yewalewadi,0,shape_351
351,WEEKDAY,trip_351_2,Yewalewadi,0,shape_351
351,WEEKDAY,trip_351_3,Yewalewadi,0,shape_351
351,WEEKDAY,trip_351_4,Yewalewadi,0,shape_351
351,WEEKDAY,trip_351_5,Yewalewadi,0,shape_351
351,WEEKDAY,trip_351_6,Yewalewadi,0,shape_351
351,WEEKDAY,trip_351_7,Yewalewadi,0,shape_351
351,WEEKDAY,trip_351_8,Yewalewadi,0,shape_351
351,WEEKDAY,trip_351_9,Yewalewadi,0,shape_351
351,WEEKDAY,trip_351_10,Yewalewadi,0,shape_351
351,WEEKDAY,trip_351_11,Yewalewadi,0,shape_351
351,WEEKDAY,trip_351_12,Yewalewadi,0,shape_351
351,WEEKDAY,trip_351_13,Yewalewadi,0,shape_351
347,WEEKDAY,trip_347_1,Yewalewadi,0,shape_347
351,WEEKDAY,trip_351_14,Yewalewadi,0,shape_351
347,WEEKDAY,trip_347_2,Yewalewadi,0,shape_347
351,WEEKDAY,trip_351_15,Yewalewadi,0,shape_351
352,WEEKDAY,trip_352_0,Swargate,1,shape_352
347,WEEKDAY,trip_347_3,Yewalewadi,0,shape_347
351,WEEKDAY,trip_351_16,Yewalewadi,0,shape_351
347,WEEKDAY,trip_347_4,Yewalewadi,0,shape_347
351,WEEKDAY,trip_351_17,Yewalewadi,0,shape_351
347,WEEKDAY,trip_347_5,Yewalewadi,0,shape_347
351,WEEKDAY,trip_351_18,Yewalewadi,0,shape_351
347,WEEKDAY,trip_347_6,Yewalewadi,0,shape_347
351,WEEKDAY,trip_351_19,Yewalewadi,0,shape_351
347,WEEKDAY,trip_347_7,Yewalewadi,0,shape_347
351,WEEKDAY,trip_351_20,Yewalewadi,0,shape_351
347,WEEKDAY,trip_347_8,Yewalewadi,0,shape_347
351,WEEKDAY,trip_351_21,Yewalewadi,0,shape_351
351,WEEKDAY,trip_351_22,Yewalewadi,0,shape_351
351,WEEKDAY,trip_351_23,Yewalewadi,0,shape_351
351,WEEKDAY,trip_351_24,Yewalewadi,0,shape_351
351,WEEKDAY,trip_351_25,Yewalewadi,0,shape_351
351,WEEKDAY,trip_351_26,Yewalewadi,0,shape_351
351,WEEKDAY,trip_351_27,Yewalewadi,0,shape_351
351,WEEKDAY,trip_351_28,Yewalewadi,0,shape_351
351,WEEKDAY,trip_351_29,Yewalewadi,0,shape_351
351,WEEKDAY,trip_351_30,Yewalewadi,0,shape_351
351,WEEKDAY,trip_351_31,Yewalewadi,0,shape_351
351,WEEKDAY,trip_351_32,Yewalewadi,0,shape_351
351,WEEKDAY,trip_351_33,Yewalewadi,0,shape_351
352,WEEKDAY,trip_352_1,Swargate,1,shape_352
351,WEEKDAY,trip_351_34,Yewalewadi,0,shape_351
352,WEEKDAY,trip_352_2,Swargate,1,shape_352
351,WEEKDAY,trip_351_35,Yewalewadi,0,shape_351
352,WEEKDAY,trip_352_3,Swargate,1,shape_352
351,WEEKDAY,trip_351_36,Yewalewadi,0,shape_351
352,WEEKDAY,trip_352_4,Swargate,1,shape_352
351,WEEKDAY,trip_351_37,Yewalewadi,0,shape_351
352,WEEKDAY,trip_352_5,Swargate,1,shape_352
351,WEEKDAY,trip_351_38,Yewalewadi,0,shape_351
352,WEEKDAY,trip_352_6,Swargate,1,shape_352
352,WEEKDAY,trip_352_7,Swargate,1,shape_352
352,WEEKDAY,trip_352_8,Swargate,1,shape_352
352,WEEKDAY,trip_352_9,Swargate,1,shape_352
352,WEEKDAY,trip_352_10,Swargate,1,shape_352
352,WEEKDAY,trip_352_11,Swargate,1,shape_352
352,WEEKDAY,trip_352_12,Swargate,1,shape_352
352,WEEKDAY,trip_352_13,Swargate,1,shape_352
352,WEEKDAY,trip_352_14,Swargate,1,shape_352
352,WEEKDAY,trip_352_15,Swargate,1,shape_352
352,WEEKDAY,trip_352_16,Swargate,1,shape_352
352,WEEKDAY,trip_352_17,Swargate,1,shape_352
352,WEEKDAY,trip_352_18,Swargate,1,shape_352
352,WEEKDAY,trip_352_19,Swargate,1,shape_352
352,WEEKDAY,trip_352_20,Swargate,1,shape_352
352,WEEKDAY,trip_352_21,Swargate,1,shape_352
352,WEEKDAY,trip_352_22,Swargate,1,shape_352
352,WEEKDAY,trip_352_23,Swargate,1,shape_352
352,WEEKDAY,trip_352_24,Swargate,1,shape_352
352,WEEKDAY,trip_352_25,Swargate,1,shape_352
352,WEEKDAY,trip_352_26,Swargate,1,shape_352
352,WEEKDAY,trip_352_27,Swargate,1,shape_352
352,WEEKDAY,trip_352_28,Swargate,1,shape_352
352,WEEKDAY,trip_352_29,Swargate,1,shape_352
352,WEEKDAY,trip_352_30,Swargate,1,shape_352
352,WEEKDAY,trip_352_31,Swargate,1,shape_352
352,WEEKDAY,trip_352_32,Swargate,1,shape_352
352,WEEKDAY,trip_352_33,Swargate,1,shape_352
352,WEEKDAY,trip_352_34,Swargate,1,shape_352
352,WEEKDAY,trip_352_35,Swargate,1,shape_352
359,WEEKDAY,trip_359_0,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_1,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_2,Shewalewadi Depot,0,shape_359
364,WEEKDAY,trip_364_0,Pune Station Moledina Stand,1,shape_364
359,WEEKDAY,trip_359_3,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_4,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_5,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_6,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_7,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_8,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_9,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_10,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_11,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_12,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_13,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_14,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_15,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_16,Shewalewadi Depot,0,shape_359
364,WEEKDAY,trip_364_1,Pune Station Moledina Stand,1,shape_364
359,WEEKDAY,trip_359_17,Shewalewadi Depot,0,shape_359
364,WEEKDAY,trip_364_2,Pune Station Moledina Stand,1,shape_364
364,WEEKDAY,trip_364_3,Pune Station Moledina Stand,1,shape_364
359,WEEKDAY,trip_359_18,Shewalewadi Depot,0,shape_359
364,WEEKDAY,trip_364_4,Pune Station Moledina Stand,1,shape_364
359,WEEKDAY,trip_359_19,Shewalewadi Depot,0,shape_359
364,WEEKDAY,trip_364_5,Pune Station Moledina Stand,1,shape_364
359,WEEKDAY,trip_359_20,Shewalewadi Depot,0,shape_359
364,WEEKDAY,trip_364_6,Pune Station Moledina Stand,1,shape_364
359,WEEKDAY,trip_359_21,Shewalewadi Depot,0,shape_359
364,WEEKDAY,trip_364_7,Pune Station Moledina Stand,1,shape_364
359,WEEKDAY,trip_359_22,Shewalewadi Depot,0,shape_359
364,WEEKDAY,trip_364_8,Pune Station Moledina Stand,1,shape_364
359,WEEKDAY,trip_359_23,Shewalewadi Depot,0,shape_359
364,WEEKDAY,trip_364_9,Pune Station Moledina Stand,1,shape_364
364,WEEKDAY,trip_364_10,Pune Station Moledina Stand,1,shape_364
359,WEEKDAY,trip_359_24,Shewalewadi Depot,0,shape_359
364,WEEKDAY,trip_364_11,Pune Station Moledina Stand,1,shape_364
359,WEEKDAY,trip_359_25,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_26,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_27,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_28,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_29,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_30,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_31,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_32,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_33,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_34,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_35,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_36,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_37,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_38,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_39,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_40,Shewalewadi Depot,0,shape_359
359,WEEKDAY,trip_359_41,Shewalewadi Depot,0,shape_359
360,WEEKDAY,trip_360_0,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_1,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_2,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_3,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_4,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_5,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_6,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_7,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_8,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_9,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_10,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_11,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_12,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_13,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_14,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_15,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_16,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_17,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_18,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_19,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_20,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_21,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_22,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_23,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_24,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_25,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_26,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_27,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_28,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_29,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_30,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_31,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_32,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_33,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_34,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_35,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_36,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_37,Ganpati Matha,1,shape_360
360,WEEKDAY,trip_360_38,Ganpati Matha,1,shape_360
357,WEEKDAY,trip_357_0,Bhekrai Nagar,0,shape_357
358,WEEKDAY,trip_358_0,Alandi,1,shape_358
357,WEEKDAY,trip_357_1,Bhekrai Nagar,0,shape_357
357,WEEKDAY,trip_357_2,Bhekrai Nagar,0,shape_357
357,WEEKDAY,trip_357_3,Bhekrai Nagar,0,shape_357
357,WEEKDAY,trip_357_4,Bhekrai Nagar,0,shape_357
357,WEEKDAY,trip_357_5,Bhekrai Nagar,0,shape_357
357,WEEKDAY,trip_357_6,Bhekrai Nagar,0,shape_357
357,WEEKDAY,trip_357_7,Bhekrai Nagar,0,shape_357
357,WEEKDAY,trip_357_8,Bhekrai Nagar,0,shape_357
357,WEEKDAY,trip_357_9,Bhekrai Nagar,0,shape_357
357,WEEKDAY,trip_357_10,Bhekrai Nagar,0,shape_357
357,WEEKDAY,trip_357_11,Bhekrai Nagar,0,shape_357
357,WEEKDAY,trip_357_12,Bhekrai Nagar,0,shape_357
357,WEEKDAY,trip_357_13,Bhekrai Nagar,0,shape_357
357,WEEKDAY,trip_357_14,Bhekrai Nagar,0,shape_357
357,WEEKDAY,trip_357_15,Bhekrai Nagar,0,shape_357
357,WEEKDAY,trip_357_16,Bhekrai Nagar,0,shape_357
357,WEEKDAY,trip_357_17,Bhekrai Nagar,0,shape_357
357,WEEKDAY,trip_357_18,Bhekrai Nagar,0,shape_357
357,WEEKDAY,trip_357_19,Bhekrai Nagar,0,shape_357
357,WEEKDAY,trip_357_20,Bhekrai Nagar,0,shape_357
357,WEEKDAY,trip_357_21,Bhekrai Nagar,0,shape_357
357,WEEKDAY,trip_357_22,Bhekrai Nagar,0,shape_357
357,WEEKDAY,trip_357_23,Bhekrai Nagar,0,shape_357
357,WEEKDAY,trip_357_24,Bhekrai Nagar,0,shape_357
358,WEEKDAY,trip_358_1,Alandi,1,shape_358
357,WEEKDAY,trip_357_25,Bhekrai Nagar,0,shape_357
358,WEEKDAY,trip_358_2,Alandi,1,shape_358
357,WEEKDAY,trip_357_26,Bhekrai Nagar,0,shape_357
358,WEEKDAY,trip_358_3,Alandi,1,shape_358
357,WEEKDAY,trip_357_27,Bhekrai Nagar,0,shape_357
358,WEEKDAY,trip_358_4,Alandi,1,shape_358
357,WEEKDAY,trip_357_28,Bhekrai Nagar,0,shape_357
358,WEEKDAY,trip_358_5,Alandi,1,shape_358
357,WEEKDAY,trip_357_29,Bhekrai Nagar,0,shape_357
358,WEEKDAY,trip_358_6,Alandi,1,shape_358
357,WEEKDAY,trip_357_30,Bhekrai Nagar,0,shape_357
358,WEEKDAY,trip_358_7,Alandi,1,shape_358
357,WEEKDAY,trip_357_31,Bhekrai Nagar,0,shape_357
358,WEEKDAY,trip_358_8,Alandi,1,shape_358
357,WEEKDAY,trip_357_32,Bhekrai Nagar,0,shape_357
358,WEEKDAY,trip_358_9,Alandi,1,shape_358
357,WEEKDAY,trip_357_33,Bhekrai Nagar,0,shape_357
358,WEEKDAY,trip_358_10,Alandi,1,shape_358
357,WEEKDAY,trip_357_34,Bhekrai Nagar,0,shape_357
355,WEEKDAY,trip_355_0,Shewalewadi Depot,0,shape_355
358,WEEKDAY,trip_358_11,Alandi,1,shape_358
356,WEEKDAY,trip_356_0,Alandi,1,shape_356
357,WEEKDAY,trip_357_35,Bhekrai Nagar,0,shape_357
358,WEEKDAY,trip_358_12,Alandi,1,shape_358
357,WEEKDAY,trip_357_36,Bhekrai Nagar,0,shape_357
358,WEEKDAY,trip_358_13,Alandi,1,shape_358
357,WEEKDAY,trip_357_37,Bhekrai Nagar,0,shape_357
357,WEEKDAY,trip_357_38,Bhekrai Nagar,0,shape_357
358,WEEKDAY,trip_358_14,Alandi,1,shape_358
357,WEEKDAY,trip_357_39,Bhekrai Nagar,0,shape_357
358,WEEKDAY,trip_358_15,Alandi,1,shape_358
357,WEEKDAY,trip_357_40,Bhekrai Nagar,0,shape_357
358,WEEKDAY,trip_358_16,Alandi,1,shape_358
357,WEEKDAY,trip_357_41,Bhekrai Nagar,0,shape_357
358,WEEKDAY,trip_358_17,Alandi,1,shape_358
357,WEEKDAY,trip_357_42,Bhekrai Nagar,0,shape_357
358,WEEKDAY,trip_358_18,Alandi,1,shape_358
357,WEEKDAY,trip_357_43,Bhekrai Nagar,0,shape_357
358,WEEKDAY,trip_358_19,Alandi,1,shape_358
357,WEEKDAY,trip_357_44,Bhekrai Nagar,0,shape_357
358,WEEKDAY,trip_358_20,Alandi,1,shape_358
